"supervisor","subordinate"
"368","23152"
"7242","2603"
"59752","58921"
"85120","85155"
"20179","9393"
"31982","73258"
"44835","65395"
"3069","3258"
"50050","78701"
"11217","29234"
"8782","38923"
"56122","71524"
"15579","15202"
"8930","9261"
"50833","9403"
"65527","55744"
"9701","39370"
"3489","2974"
"8930","44221"
"10753","92233"
"11272","92084"
"4800","35688"
"44588","19199"
"8142","9374"
"20004","27227"
"86956","89505"
"48942","76342"
"16843","26645"
"6340","24965"
"43473","45008"
"277","74583"
"66245","82752"
"19443","49163"
"1919","1876"
"594","9265"
"21949","50311"
"40072","13575"
"50182","56032"
"29638","78709"
"41850","17730"
"7059","9700"
"11665","19104"
"87332","86004"
"11667","64421"
"84428","84485"
"15585","85647"
"3090","29363"
"11623","65309"
"780","92218"
"88601","88603"
"84428","84486"
"53308","51472"
"3489","47220"
"45229","80842"
"35086","62622"
"1179","5609"
"25788","77760"
"3076","64029"
"2564","31385"
"4495","73712"
"27858","49706"
"8343","93682"
"80765","86005"
"9607","9629"
"21977","56771"
"12257","33191"
"53922","29221"
"9678","14507"
"1937","26271"
"74051","22308"
"33686","88911"
"80407","80574"
"76507","86006"
"51839","51608"
"14429","15358"
"11584","14742"
"2581","8208"
"42414","51782"
"7455","4251"
"28391","44201"
"51084","50874"
"66193","66318"
"56122","71542"
"2595","30450"
"2527","44936"
"12468","46630"
"1733","58223"
"24281","70628"
"8192","3591"
"2249","51130"
"21065","50914"
"9053","46458"
"52703","51314"
"277","92738"
"823","12375"
"719","20021"
"26166","4028"
"5019","31638"
"86170","86007"
"492","39204"
"13059","23022"
"10526","29283"
"492","75234"
"13164","32939"
"18591","14382"
"42603","73089"
"24014","14785"
"18249","20721"
"15518","47339"
"44023","16573"
"29828","56241"
"10179","45831"
"1179","5451"
"5215","30176"
"12278","61423"
"426","14927"
"17279","17872"
"34889","79600"
"9711","9812"
"818","4123"
"9800","14766"
"8219","92200"
"7063","9232"
"769","809"
"769","41452"
"45245","2378"
"84623","84487"
"2650","2649"
"61410","69691"
"4451","4342"
"86704","86008"
"4494","28416"
"12574","25386"
"2184","79711"
"3990","18648"
"1961","4957"
"25590","26031"
"15299","91098"
"1956","51055"
"1827","5141"
"2064","5349"
"29122","2685"
"21950","48555"
"467","469"
"8430","8748"
"7823","73145"
"39915","22338"
"58052","30670"
"63549","57548"
"4800","60925"
"285","8827"
"2869","75785"
"8266","42423"
"43468","47452"
"47608","63215"
"23256","73777"
"26394","23063"
"33275","77697"
"25311","64142"
"12263","42809"
"76502","89609"
"50670","77929"
"84428","84488"
"7100","62485"
"6993","40063"
"1978","70424"
"12329","78966"
"10203","10208"
"8782","62003"
"13264","72520"
"29772","75995"
"12263","23643"
"16059","57133"
"16632","49758"
"15299","59678"
"15585","77214"
"14827","94105"
"7744","38739"
"13878","71022"
"31277","85313"
"27924","59093"
"88601","89030"
"16611","34039"
"12263","37663"
"7320","22149"
"38873","3597"
"11667","92736"
"12627","13138"
"8941","9605"
"61410","56305"
"2037","16429"
"15287","23059"
"42260","20605"
"24157","24857"
"56299","57224"
"7119","92124"
"66330","92551"
"3832","39128"
"24316","80645"
"56428","65163"
"29165","61066"
"29162","29607"
"45585","67739"
"28456","73856"
"8977","46823"
"10781","17932"
"4094","68124"
"13952","65688"
"1240","6938"
"4202","22710"
"336","1899"
"7742","39273"
"23776","64786"
"6961","42193"
"2024","1357"
"7459","20837"
"1200","5362"
"9887","17365"
"87516","86009"
"2184","32307"
"8782","22014"
"29889","21680"
"33421","75786"
"4401","75012"
"28381","41728"
"18725","90990"
"22014","25543"
"33569","59222"
"92846","25989"
"818","792"
"27188","60988"
"24446","56369"
"5595","6692"
"1248","91636"
"44689","92062"
"16632","16628"
"14600","85650"
"1627","7178"
"1221","47625"
"2178","26410"
"8781","76051"
"68122","80745"
"2103","15705"
"17663","8583"
"3361","72041"
"16123","49991"
"41018","19782"
"61410","72556"
"19161","82980"
"14500","85863"
"17007","15906"
"1241","15778"
"7389","89921"
"24403","42424"
"7242","13607"
"3368","10518"
"3354","76319"
"29772","42963"
"74842","37192"
"45909","90049"
"3910","73990"
"46382","18984"
"25755","66363"
"12257","33249"
"4609","26432"
"49623","61166"
"9883","25512"
"12263","61706"
"7435","42378"
"371","25590"
"10752","16268"
"20968","21054"
"26081","44360"
"20004","27259"
"39126","32601"
"55207","68836"
"31982","69199"
"1981","49390"
"53308","51372"
"2548","39724"
"11436","13726"
"52151","51464"
"7306","29562"
"9007","23681"
"40605","76325"
"25311","33599"
"27441","80120"
"33378","77375"
"14062","15966"
"24619","51040"
"32328","19365"
"43473","70957"
"12574","13864"
"14271","57289"
"33705","33837"
"2595","3054"
"28359","17114"
"7744","12764"
"4808","6961"
"74423","17933"
"1193","45884"
"45288","27061"
"24446","73593"
"10753","74618"
"84490","84489"
"34694","44258"
"10772","13086"
"18285","50967"
"15526","58509"
"47128","51498"
"51985","75173"
"41460","53617"
"4349","4447"
"29099","75644"
"3489","59524"
"26394","4931"
"67150","85044"
"21650","71218"
"52703","51622"
"13208","70307"
"58878","78184"
"365","16410"
"59752","78003"
"43468","47145"
"7409","2817"
"7539","13403"
"6328","80995"
"30115","91783"
"2650","54017"
"65362","8854"
"26394","14022"
"40314","81015"
"26166","82202"
"74928","39551"
"51968","78758"
"16004","17098"
"33857","13181"
"53272","51273"
"9678","10196"
"86814","86010"
"4349","90756"
"3096","30243"
"2980","2138"
"5718","19292"
"26166","17647"
"7891","35029"
"7744","13085"
"84348","84350"
"20600","47742"
"7409","26151"
"51893","55273"
"86555","88669"
"34374","70158"
"17836","68334"
"86953","86011"
"2566","8288"
"24316","47012"
"14361","5439"
"14500","10935"
"3593","89717"
"53796","15913"
"1498","64388"
"7210","63746"
"87549","86012"
"28535","10678"
"29176","5856"
"3438","28335"
"1561","47207"
"7102","57902"
"14388","50228"
"16572","22763"
"8930","14822"
"8520","27673"
"10126","89418"
"499","42606"
"24832","73569"
"16929","18784"
"9106","75053"
"7221","16028"
"41537","34042"
"14669","54640"
"49691","85921"
"29483","29809"
"2310","63947"
"53061","51229"
"25788","63020"
"14449","14871"
"67407","91859"
"2581","2978"
"24557","57524"
"1221","22361"
"6487","11267"
"59752","48656"
"5929","43916"
"18320","75917"
"3376","60299"
"21950","60597"
"8414","83570"
"7216","76607"
"1193","5581"
"2595","80184"
"6529","6887"
"15161","14918"
"7389","19761"
"31347","8584"
"86105","86013"
"43473","58829"
"6685","49759"
"24410","24692"
"13112","36548"
"45288","54038"
"74842","45735"
"23256","25925"
"33724","74713"
"29483","28851"
"1233","34942"
"63803","47314"
"24198","21166"
"1248","1212"
"25914","76183"
"43755","79640"
"84387","92761"
"26913","32418"
"25788","41030"
"75765","42230"
"24245","55974"
"7835","68517"
"34530","75482"
"14119","55267"
"46818","41622"
"11667","38826"
"8224","24995"
"21239","46415"
"18996","61096"
"21434","67538"
"10427","79011"
"11667","38822"
"14449","68293"
"5240","51384"
"44022","63420"
"49579","43117"
"26959","82924"
"18566","58697"
"17728","34885"
"24446","62528"
"34846","54783"
"10028","63320"
"85590","85593"
"497","38353"
"6328","75590"
"6268","62841"
"35766","6335"
"87862","86014"
"51846","54802"
"2105","2140"
"17743","55981"
"276","39355"
"53640","8652"
"6325","14701"
"42099","57634"
"2184","79283"
"13952","71935"
"6303","75823"
"5805","71862"
"80708","9122"
"7633","56429"
"53609","77798"
"26965","70653"
"29141","12257"
"2037","84227"
"3145","64032"
"7253","5119"
"8192","3441"
"12812","46133"
"28394","16356"
"54820","54824"
"86405","86015"
"88601","86016"
"2300","80865"
"85120","85119"
"76523","89031"
"11584","87299"
"31551","83873"
"59752","93134"
"38541","70605"
"23060","50166"
"296","41871"
"43473","34157"
"87350","86017"
"14500","20471"
"89490","92449"
"78664","17831"
"10739","2425"
"4041","9689"
"14776","61285"
"6417","46478"
"53155","69752"
"51501","51443"
"272","21234"
"44405","88852"
"40282","26683"
"59752","58929"
"7125","44627"
"19502","22866"
"50733","37102"
"84437","84490"
"87661","86018"
"1899","47171"
"7133","14749"
"30237","43983"
"51839","66195"
"39121","25867"
"86531","86019"
"86555","86020"
"13965","47315"
"5469","6150"
"32523","55308"
"7742","21840"
"12263","39206"
"2920","12997"
"1060","10813"
"8427","8426"
"86170","86021"
"4677","5942"
"17555","14633"
"18248","1021"
"19826","2193"
"29250","9869"
"66912","8690"
"7413","12620"
"10772","47778"
"9659","6637"
"21294","25317"
"53219","51233"
"77844","92618"
"25788","40871"
"53061","51396"
"14271","14353"
"860","957"
"31903","56941"
"68127","68202"
"4883","90310"
"24302","48171"
"4326","81815"
"21007","56743"
"15585","94199"
"8414","73409"
"2529","32358"
"40072","40720"
"7555","69479"
"77844","44320"
"8609","2445"
"2422","60317"
"9469","47648"
"1986","8047"
"864","12524"
"49964","64896"
"16357","83194"
"385","32451"
"16000","55175"
"51033","57928"
"7409","46483"
"492","43176"
"10753","68817"
"434","19126"
"5972","90118"
"3376","94112"
"2564","35748"
"4438","93118"
"86531","89536"
"19003","59834"
"13414","29031"
"14649","27849"
"7312","12530"
"9678","15508"
"39593","29744"
"49219","78695"
"51084","60878"
"16606","74930"
"8094","8095"
"26907","27018"
"2833","16795"
"14793","32875"
"6268","21742"
"9678","9520"
"10787","12644"
"57190","75372"
"1412","40834"
"49579","37733"
"77844","23646"
"9551","18619"
"12257","18523"
"86170","86022"
"2893","47820"
"3547","27623"
"23981","56558"
"86704","86023"
"27723","51136"
"1185","20050"
"10766","9726"
"10762","15575"
"23256","73778"
"40072","27498"
"4783","62306"
"31982","8001"
"2632","27278"
"40605","61028"
"57960","77174"
"28901","51638"
"23734","6620"
"17965","17934"
"33282","43950"
"31982","62507"
"7043","16002"
"13469","17041"
"1174","4381"
"89486","89981"
"88601","86024"
"9677","61466"
"86405","86025"
"87549","86026"
"721","31315"
"3047","17886"
"49937","70699"
"6268","28029"
"48015","21831"
"26266","29923"
"25788","38206"
"7348","4814"
"6268","4976"
"53360","51489"
"18248","20866"
"28806","6035"
"29122","26641"
"68908","80965"
"15385","79310"
"23628","5935"
"33840","77904"
"24619","8170"
"8228","36059"
"2249","4985"
"9677","60989"
"28806","4738"
"1070","49640"
"3899","40961"
"12812","13152"
"7273","5210"
"10501","10339"
"677","47084"
"45229","65232"
"60974","24490"
"43473","71171"
"15592","79542"
"21650","71133"
"7327","51743"
"13414","28877"
"45856","57680"
"76502","85506"
"39126","67553"
"24800","48"
"34051","62463"
"15647","91999"
"52063","51319"
"11338","19403"
"51985","51225"
"65362","67950"
"61115","94084"
"33543","65241"
"2980","19701"
"22485","21496"
"51858","51254"
"8179","18717"
"45197","9987"
"51224","64124"
"32413","22547"
"9816","9879"
"384","39825"
"15247","67431"
"492","5716"
"17886","3293"
"7681","80740"
"12257","33452"
"48576","67092"
"88666","89533"
"17632","14992"
"4902","48022"
"444","90074"
"10207","14980"
"32594","6578"
"16059","5561"
"26394","5088"
"44022","62056"
"6298","45454"
"61410","60667"
"7409","2910"
"4699","56040"
"8247","4699"
"19003","59850"
"15339","15886"
"11211","2924"
"10469","40128"
"9543","69544"
"53272","51272"
"39593","13602"
"23256","53844"
"77659","82406"
"7122","10864"
"9885","46353"
"7125","74246"
"1826","31899"
"5724","71672"
"24079","24563"
"4202","13547"
"24080","19226"
"31347","83895"
"5014","5357"
"80399","81845"
"29627","50212"
"6340","6612"
"14160","47511"
"18082","72298"
"6417","49339"
"14257","48984"
"53627","44155"
"7456","45940"
"16004","27383"
"11098","78718"
"82879","84175"
"4414","78737"
"321","60906"
"82870","14942"
"7309","81773"
"1995","39991"
"7172","7163"
"82201","89907"
"32821","29687"
"25914","91042"
"36085","29715"
"29627","34209"
"45662","73295"
"2322","85889"
"30243","38584"
"11584","16195"
"65362","8740"
"14414","15888"
"70361","80327"
"7309","67761"
"368","2490"
"1425","4902"
"1973","2781"
"40605","74792"
"9543","20200"
"9968","42728"
"6311","43097"
"6328","64292"
"10267","10548"
"489","9097"
"61959","62569"
"21890","33086"
"7389","38569"
"21977","20435"
"89926","58380"
"51307","66481"
"2178","2329"
"24302","42113"
"33266","21337"
"59752","75715"
"12263","36111"
"52373","51557"
"9765","9784"
"13974","8204"
"434","68654"
"79904","81085"
"8414","93740"
"29089","76184"
"15518","2981"
"14414","45012"
"7744","44109"
"6417","49209"
"29038","46530"
"7568","15878"
"48873","51731"
"15987","33446"
"640","4285"
"61971","62308"
"2527","63110"
"6375","32190"
"6416","20698"
"362","2491"
"44631","68918"
"27680","37993"
"2856","79873"
"4943","64246"
"70156","83974"
"18737","20053"
"23290","79140"
"40172","2849"
"24234","18368"
"47931","48666"
"76502","89218"
"86105","86027"
"51839","51674"
"22279","90016"
"25788","26767"
"1685","3131"
"11318","49800"
"7348","17880"
"16824","43108"
"17009","17791"
"40072","13700"
"59752","75716"
"31982","10808"
"26560","26556"
"34585","36930"
"22289","8788"
"817","9621"
"87417","86028"
"76523","86029"
"79901","79896"
"14514","82309"
"7281","22066"
"13193","6323"
"23256","33330"
"18912","35342"
"53031","51336"
"5518","13667"
"9755","65489"
"15429","13817"
"39593","13358"
"21977","30686"
"1270","2459"
"4618","58228"
"12278","73573"
"1840","43045"
"40961","47158"
"31173","38748"
"1758","60782"
"1818","45485"
"13250","26184"
"27858","31768"
"13264","68919"
"12763","2886"
"29772","58383"
"8414","64921"
"18320","25377"
"25310","25081"
"69390","29743"
"18912","53783"
"51836","51690"
"2869","57308"
"34290","72430"
"25073","26361"
"3547","73516"
"3489","56689"
"31277","85311"
"25651","21444"
"39593","92408"
"59736","13764"
"37754","57629"
"4955","85888"
"22496","91775"
"51977","51547"
"79916","79897"
"4803","4730"
"8224","24996"
"13193","6594"
"16098","69490"
"6330","5693"
"4969","22031"
"53796","16607"
"29656","93620"
"26231","17089"
"23752","57137"
"7366","10792"
"7366","19252"
"10676","10688"
"8283","44590"
"15247","42185"
"28184","56231"
"43473","47456"
"53308","51309"
"53031","61985"
"43473","71316"
"28806","2071"
"26394","15905"
"29656","68758"
"20161","51185"
"7389","85800"
"23060","38375"
"3415","72000"
"1438","9618"
"8179","22579"
"53308","51364"
"25788","26049"
"21065","70911"
"8414","65188"
"1961","40957"
"25788","21592"
"1961","22514"
"9678","18531"
"16843","9658"
"385","22001"
"76502","89219"
"5348","21623"
"5410","53941"
"9678","30109"
"35914","61101"
"9678","65019"
"43473","93602"
"8414","58436"
"6298","50117"
"33076","47772"
"40992","76827"
"63549","72728"
"53308","65064"
"25311","54098"
"9678","9534"
"43473","47443"
"2581","32031"
"60657","91282"
"2103","50250"
"17269","68620"
"26394","4934"
"9055","9130"
"4202","54656"
"10755","16425"
"27723","93160"
"7891","12361"
"7321","13250"
"28394","50415"
"699","12639"
"10795","2187"
"7906","20397"
"13414","31168"
"1785","20176"
"3410","3745"
"29752","54651"
"73147","77142"
"8958","38757"
"79907","81606"
"194","176"
"4328","4336"
"7200","16164"
"4414","77007"
"29173","32106"
"6268","62830"
"12263","78889"
"22055","67245"
"21065","65441"
"25049","28881"
"8228","10869"
"2341","2381"
"478","3887"
"11831","76715"
"40603","58239"
"56428","55109"
"6325","51356"
"76935","67294"
"7538","70021"
"10246","20043"
"13809","61735"
"3990","42009"
"27170","38409"
"28391","42371"
"7385","7420"
"60518","58123"
"18532","23571"
"23599","23641"
"53155","51513"
"29165","29418"
"362","17601"
"25788","21590"
"6873","68728"
"54447","51708"
"35748","74622"
"87741","86030"
"87417","86031"
"87862","86032"
"31170","43529"
"11738","16505"
"10555","10562"
"1961","14284"
"51307","61544"
"86105","86033"
"31764","54101"
"76502","84028"
"54156","50409"
"66235","69007"
"13038","25408"
"26409","18319"
"9704","9754"
"9605","9636"
"18952","39064"
"87862","86034"
"67407","34682"
"87069","86035"
"5805","58833"
"8224","24239"
"76504","92336"
"76523","88749"
"16632","16629"
"8179","15071"
"52063","51598"
"51033","82473"
"34275","8770"
"1210","42763"
"7102","13922"
"24990","92613"
"28391","39730"
"8913","94054"
"34430","76738"
"22813","92138"
"23981","51202"
"51716","51382"
"62568","70877"
"22279","93030"
"26166","6031"
"28394","38971"
"21763","49256"
"82879","68920"
"51968","51696"
"56588","6728"
"24079","74608"
"15150","68433"
"24990","77394"
"79951","81086"
"914","1018"
"51459","51504"
"83643","88597"
"20593","74623"
"11211","12570"
"24318","79076"
"426","14932"
"38213","78897"
"23434","56075"
"637","50210"
"11436","6547"
"45092","62837"
"33783","76618"
"11217","43434"
"24409","1185"
"1168","62910"
"5391","71944"
"24096","58628"
"2875","31758"
"6537","74868"
"78664","26597"
"1961","82678"
"6298","6666"
"45197","62788"
"33076","46343"
"24281","25599"
"2103","15249"
"16560","16625"
"385","5968"
"6227","5912"
"52643","92377"
"32291","56212"
"12574","45599"
"7253","22027"
"34995","1035"
"36045","91588"
"24410","40897"
"29372","92119"
"29089","78393"
"51716","51721"
"28952","29544"
"817","4111"
"31263","56152"
"10971","20829"
"7004","69557"
"13965","13993"
"823","9584"
"15085","15337"
"31067","27440"
"76502","89720"
"1165","71667"
"79739","81087"
"33543","25169"
"10750","14856"
"8202","78774"
"29382","75529"
"15429","13230"
"8401","49343"
"21536","82729"
"492","22940"
"9678","21462"
"7538","54661"
"27467","4728"
"11342","22122"
"1214","31112"
"30831","87985"
"52703","62896"
"24024","31958"
"66088","50059"
"77740","70279"
"7063","74057"
"5783","48789"
"4592","22655"
"6475","29036"
"1174","91415"
"24066","20067"
"40992","9589"
"433","39093"
"20018","65658"
"7309","73282"
"8194","3644"
"17959","30446"
"85320","90501"
"25049","28990"
"5718","42384"
"12266","15853"
"8976","18355"
"27909","13224"
"51526","70604"
"12257","14860"
"7557","56299"
"16682","17400"
"25220","55848"
"38873","3424"
"3501","69829"
"29383","91247"
"31982","63122"
"51893","56845"
"51968","51610"
"6298","73015"
"6268","74446"
"4999","16387"
"46","45031"
"6126","75239"
"34572","43118"
"60695","9796"
"7762","9709"
"16610","18536"
"11551","42336"
"10795","59261"
"27170","37266"
"26166","28355"
"10643","82338"
"374","17939"
"9730","60275"
"21650","93658"
"29752","31161"
"61034","64035"
"12257","35396"
"85320","88046"
"12263","77458"
"3925","32312"
"6064","14551"
"16606","74936"
"17454","15934"
"23434","22221"
"26394","4710"
"28394","65466"
"1974","13169"
"7247","39117"
"10221","1152"
"61659","33497"
"1464","8531"
"914","1081"
"5578","21622"
"54347","54415"
"90090","55288"
"42249","18065"
"596","74144"
"40063","57809"
"5958","29193"
"9739","9749"
"51681","51287"
"6328","42872"
"21536","73509"
"2581","7203"
"69156","69162"
"22174","29028"
"1886","57404"
"18253","45887"
"9053","46417"
"49","24186"
"7133","17926"
"43473","38759"
"17012","17631"
"1973","61727"
"6340","66394"
"23981","40815"
"20004","25356"
"28803","19522"
"34869","6685"
"2117","2418"
"35192","14790"
"24159","38997"
"51994","78613"
"24234","45952"
"79910","81088"
"20773","20771"
"33378","62685"
"1882","53993"
"15385","79326"
"20681","70107"
"51716","51549"
"20773","35218"
"25220","67470"
"49677","75951"
"29667","74233"
"52390","51401"
"385","340"
"53003","76677"
"39121","25023"
"44023","16780"
"13875","16692"
"9887","41192"
"52187","51353"
"25220","14973"
"12263","54674"
"8970","3312"
"43344","89694"
"65371","92341"
"728","46474"
"11640","50354"
"8179","4704"
"14271","15157"
"29191","68292"
"20004","82588"
"7122","51139"
"41398","345"
"3329","48693"
"20152","20036"
"19626","56180"
"8782","34425"
"39593","53574"
"16111","17116"
"88666","93926"
"27858","71127"
"384","46403"
"16406","89566"
"84428","84491"
"25788","22160"
"39248","65712"
"87661","86036"
"1323","1296"
"4592","29487"
"7210","23341"
"11336","23471"
"2580","7199"
"76681","22564"
"1210","22785"
"51858","51546"
"44337","10332"
"48920","33944"
"5972","30566"
"14594","1926"
"11711","15664"
"4352","74569"
"10640","48982"
"14578","8742"
"10752","8126"
"4699","56173"
"42718","18461"
"51952","51712"
"6325","70775"
"51033","89815"
"2908","10402"
"6298","91120"
"1907","57384"
"21000","56893"
"4943","32505"
"6268","71135"
"6537","74869"
"12257","33485"
"6126","71444"
"33421","83432"
"8713","8663"
"29179","40379"
"18","855"
"45662","78891"
"18320","51010"
"46921","51465"
"58857","80990"
"44105","59602"
"68908","63491"
"27188","75147"
"36345","40584"
"15518","50376"
"7458","9169"
"61954","71956"
"31982","61345"
"8880","8835"
"87549","86037"
"51867","66458"
"77844","53450"
"2237","40727"
"30468","69867"
"87332","86038"
"13893","23628"
"76502","89220"
"66545","51648"
"276","17040"
"19642","67244"
"19192","75188"
"28394","56175"
"38213","34081"
"21650","75363"
"25788","16540"
"87862","86039"
"18767","69665"
"8693","57560"
"8414","89185"
"2302","15397"
"20687","16089"
"6529","56221"
"51841","67599"
"20004","88715"
"87741","86040"
"9053","58274"
"58359","76027"
"14087","58428"
"9479","79742"
"51459","84818"
"10744","54081"
"16572","15648"
"12031","30869"
"8383","30530"
"15647","15595"
"86329","86041"
"16411","50022"
"26508","85851"
"8179","37330"
"9604","49460"
"7563","59097"
"87895","90007"
"11265","14852"
"7462","45011"
"11667","56316"
"12263","66099"
"50833","66727"
"55247","6483"
"3415","59449"
"6328","80996"
"57002","3881"
"16000","15649"
"87347","86042"
"1179","6118"
"4816","90551"
"44631","68921"
"42867","83698"
"20651","14732"
"8977","43405"
"3876","3889"
"1412","19538"
"18133","85911"
"30379","53754"
"8673","62024"
"80172","85815"
"17644","41517"
"456","9844"
"44783","75280"
"30434","31033"
"21877","16594"
"34290","73272"
"44835","68592"
"15592","42502"
"32328","31097"
"19155","20367"
"3752","36056"
"6328","43181"
"30598","50092"
"21650","71213"
"2067","31290"
"73740","2913"
"26912","90141"
"13059","77858"
"86885","86044"
"47481","73687"
"86105","86043"
"3720","3285"
"79946","81091"
"28298","33956"
"2032","624"
"1438","26784"
"8147","69214"
"20593","16227"
"2581","3151"
"41125","61854"
"19696","622"
"9076","7474"
"2800","64690"
"63923","64132"
"11098","93648"
"24403","46298"
"14414","83305"
"3955","67736"
"3384","70812"
"4927","45745"
"4314","28442"
"23368","80879"
"88896","88670"
"51224","51550"
"7109","4824"
"4613","2574"
"7287","73731"
"8414","89180"
"77739","67279"
"25","8833"
"77844","64324"
"18728","55768"
"29187","7022"
"39977","93270"
"22515","9961"
"11702","31406"
"70523","59293"
"28394","56816"
"5594","5375"
"2595","48542"
"18255","23363"
"7458","19580"
"53498","60366"
"25788","25720"
"14456","92692"
"33819","33766"
"27858","93010"
"7851","44019"
"300","13500"
"5014","61472"
"1327","8546"
"22962","64008"
"61410","72452"
"26614","45802"
"24096","50795"
"1978","30118"
"10028","72589"
"47198","72510"
"51307","62655"
"42099","94078"
"7273","26554"
"11640","49184"
"5783","83838"
"32659","55544"
"24245","25062"
"17270","64065"
"356","11299"
"7327","17461"
"10207","50732"
"33206","29152"
"2105","50150"
"2096","23249"
"11691","16358"
"59752","75718"
"79188","63136"
"1899","63354"
"12263","48131"
"8889","78926"
"41850","44733"
"3832","3744"
"8141","19001"
"9711","10155"
"867","904"
"9834","34944"
"25311","50225"
"29164","29571"
"26394","21881"
"6126","83324"
"9846","10435"
"14449","38300"
"7475","42399"
"1188","72237"
"70545","69777"
"40312","69849"
"53087","51274"
"6811","6798"
"25811","34991"
"24286","28214"
"16968","28321"
"741","740"
"20416","84843"
"44105","34955"
"720","16754"
"1516","73300"
"9078","48726"
"6328","64165"
"26405","50675"
"8414","90014"
"22316","84151"
"8141","14691"
"5745","84061"
"1930","13696"
"1244","93488"
"35269","46619"
"45143","40114"
"31170","28938"
"29183","80755"
"33266","56988"
"47198","50521"
"3233","50772"
"12263","37846"
"4677","21595"
"14321","15388"
"7409","2868"
"51985","51253"
"14500","14739"
"52128","51584"
"8401","29177"
"42909","33349"
"33378","76283"
"86799","88604"
"86329","92491"
"26965","54673"
"87561","86045"
"29656","18663"
"24315","20091"
"7125","43609"
"52128","51555"
"276","1045"
"22085","59215"
"8528","8717"
"24066","14685"
"375","63980"
"51994","51653"
"52379","51300"
"58825","70120"
"382","91742"
"52187","51318"
"51450","51339"
"52991","54826"
"15299","74649"
"6268","77854"
"4422","34531"
"2175","78050"
"492","7931"
"26081","19529"
"87330","86046"
"50733","31055"
"8782","4025"
"49947","91798"
"77661","76435"
"12574","23012"
"9077","50509"
"11436","44229"
"25788","25822"
"32690","79366"
"33490","83044"
"49427","33810"
"79944","81607"
"12257","5114"
"63655","90216"
"90090","58315"
"2830","71172"
"38762","44277"
"41758","16605"
"85961","86047"
"79910","81846"
"958","28748"
"6268","7955"
"50077","3893"
"38541","22937"
"61965","62106"
"87516","86048"
"34051","72132"
"15145","3199"
"4325","82354"
"44022","90379"
"16098","26"
"27467","36"
"52421","51373"
"51839","51657"
"342","43467"
"48704","4159"
"25788","49462"
"59752","69312"
"20004","93532"
"7129","6848"
"6679","7842"
"10792","19250"
"87330","86049"
"29162","38362"
"25788","82198"
"43828","62940"
"27806","17912"
"2175","15178"
"2048","83546"
"47253","11300"
"52421","67474"
"11820","19623"
"29089","13725"
"15724","23599"
"2900","13690"
"11959","23247"
"7413","12785"
"6268","5158"
"3441","43173"
"30611","39252"
"89486","93928"
"1629","92639"
"69506","646"
"29178","29012"
"28901","68664"
"16632","16630"
"2874","42764"
"27909","6463"
"7043","15910"
"4349","22280"
"4491","4478"
"398","60600"
"66235","68222"
"12786","50491"
"28006","15182"
"6328","75592"
"3853","519"
"28373","2862"
"14414","83296"
"21650","92044"
"7430","23876"
"5783","5959"
"7409","2777"
"28803","827"
"25788","58818"
"25651","69733"
"13264","49288"
"24741","33222"
"24832","21122"
"3501","3165"
"51985","51757"
"87347","86050"
"13705","28588"
"14119","89899"
"7835","25341"
"72196","43087"
"24832","74575"
"52128","91236"
"16430","16462"
"3489","3275"
"44898","39437"
"53031","51241"
"11098","3200"
"2581","61275"
"8414","76054"
"54347","54405"
"47519","51640"
"25755","53713"
"3422","2050"
"41537","73163"
"13770","13765"
"17009","18073"
"90519","39814"
"53245","51320"
"50535","38878"
"1241","6531"
"60657","82426"
"16111","32457"
"9730","47682"
"8782","15472"
"21710","30863"
"13768","27074"
"393","16295"
"6268","58281"
"2406","29918"
"8913","18167"
"90090","77915"
"1262","6766"
"2063","73156"
"7423","18046"
"53903","75371"
"22605","76806"
"433","3980"
"3476","3818"
"8527","61460"
"13414","42510"
"27723","93915"
"31758","6045"
"7135","5855"
"23798","23967"
"11820","30795"
"5460","27187"
"43473","36022"
"8236","44723"
"25788","72513"
"25788","25917"
"277","24150"
"15299","12615"
"67150","93072"
"6268","31309"
"15259","15408"
"9659","13320"
"4098","25031"
"1356","10180"
"9463","8982"
"21617","55007"
"77945","15259"
"1155","78249"
"1629","72591"
"25788","25702"
"47652","31382"
"29183","69485"
"45229","88996"
"75273","62963"
"15339","30953"
"5783","91637"
"24066","24534"
"66586","1302"
"13875","45934"
"15299","67242"
"44783","30959"
"14647","21449"
"3843","91184"
"6298","62424"
"8536","66996"
"7456","10390"
"36370","28035"
"362","26684"
"6256","91631"
"67407","1114"
"51224","51346"
"2581","43102"
"5469","35271"
"14573","26390"
"10357","53728"
"54465","54419"
"52246","51563"
"17732","54384"
"78619","24501"
"7835","15927"
"43520","41297"
"6491","75129"
"33840","93227"
"55526","59334"
"9678","15311"
"1543","16901"
"10770","92642"
"49087","83914"
"3581","19610"
"2103","15406"
"26166","28544"
"24318","24546"
"3233","3601"
"15331","24200"
"43473","93518"
"2103","17408"
"2103","75829"
"13952","66954"
"29752","29018"
"8414","80308"
"9009","344"
"7242","29758"
"7560","50018"
"15434","56651"
"6523","54125"
"12329","12342"
"493","66297"
"7100","45361"
"21977","22674"
"29668","93124"
"42921","14074"
"4484","56193"
"8414","67430"
"25311","58489"
"61410","14042"
"7614","5854"
"19694","20437"
"1961","4553"
"86756","86051"
"21650","74282"
"4418","4320"
"52643","51565"
